listing_title,property_type,city,beds,accommodates,competitor_avg_price,nightly_price
Betty's Beach Bungalow-Pet Friendly! STR21-1232,house,Dana Point,2.0,4.0,171.0,171.0
"Casual Colorful Venice House near Canals,Beach &Abbot Kinney",house,Los Angeles,2.0,4.0,232.66666666666666,323.0
Beachfront Penthouse studio w/ pool on Miami Beach,condo,Miami Beach,2.0,4.0,271.75,181.0
Geodesic Earth Dome,unique_stay,El Prado,2.0,4.0,91.0,91.0
7-bedroom vacation home near Disney with pool/spa,house,Kissimmee,10.0,20.0,189.75,222.0
Beautiful 4BR Townhouse/Townhome close to Disney,house,Kissimmee,5.0,10.0,189.75,132.0
Waterfront condo on top floor @ Boca Ciega Resort,condo,Saint Petersburg,2.0,4.0,143.0,143.0
Scenic Gulf view! Steps to private beach entry!,house,Destin,3.0,6.0,379.6666666666667,305.0
"Amelia Island, 2 bedroom beach front condo",condo,Fernandina Beach,2.0,4.0,327.0,327.0
"Fishing, Quiet & Wifi - 10 acres - Country Getaway",house,Smithville,2.0,4.0,117.0,117.0
Cozy guest studio with private deck,guesthouse,San Diego,1.0,2.0,101.0,101.0
Fabulous Cottage at the Beach,cottage,San Diego,3.0,6.0,253.0,253.0
Beautiful ocean front condo Panama City Beach,hotel,Panama City Beach,1.0,2.0,143.0,143.0
"A view, a pool, and, private cabana sleeps five",guesthouse,Rolling Hills,4.0,8.0,165.0,165.0
The T and C Club,house,Tampa,6.0,12.0,247.0,247.0
Oceanfront Apartment - Cocoa Beach,condo,Cocoa Beach,2.0,4.0,158.0,176.0
Jr.Suite at Ocean Residences on the Beach,apartment,Fort Lauderdale,1.0,2.0,239.5,260.0
Charming Cottage at the Beach,cottage,San Diego,3.0,6.0,253.0,253.0
"PERFECT VIEW!! Waterfront, Marina, and 2 Pools!",condo,Fort Walton Beach,2.0,4.0,181.33333333333334,99.0
Breath-taking Strip View on 33rd Flr Luxury Resort,condo,Las Vegas,2.0,4.0,121.0,118.0
Downtown Suite -Pool/Wi-Fi/ SkyView!,apartment,Houston,2.0,4.0,110.5,113.0
Cañon Getaway- Cabin inspired home,guest_suite,Colorado Springs,2.0,4.0,112.0,112.0
Fox Farms Little House,house,Waxhaw,2.0,4.0,107.0,107.0
Retro 1BR Apt #3 | Steps from the Water + Parking!,apartment,Miami,2.0,4.0,252.0,106.0
North Capitol Hill Luxury Townhome in Perfect Location,house,Washington,1.0,2.0,135.0,135.0
Sunset Suite @ The Vanderbilt | Boutique~BnB,room,Naples,2.0,4.0,224.0,224.0
#3 Foggy Bottom/Georgetown Apartment,apartment,Washington,1.0,2.0,209.0,209.0
Direct Waterfront.Keyless entry.Dolphin watch.,condo,Tybee Island,2.0,4.0,220.0,220.0
Tropicana Suite-Grand Manor Luxury Mansion Loft,room,Galveston,2.0,4.0,98.0,104.0
Retro Retreat by the Bay,house,Netarts,4.0,8.0,136.0,136.0
Ocean Drive Beach Front Studio,apartment,Miami Beach,3.0,6.0,146.5,153.0
Coastal Cape Home w/Heated Pool-Sleeps 6,house,Cape Coral,1.0,2.0,173.0,125.0
Local Sedona Humble Home,house,Sedona,3.0,6.0,236.0,236.0
"Hollywood paradise studio in house,owned entrance",house,Los Angeles,2.0,4.0,232.66666666666666,103.0
Luxe guest suite-perfect Staycation Pool & Parking,room,Miami,4.0,8.0,114.5,101.0
Casa Del Mar Spectacular Ocean Views!,house,The Sea Ranch,3.0,6.0,434.0,434.0
Cozy Garden Apartment,apartment,Brooklyn,3.0,6.0,117.0,117.0
Classic Cape Cod Cottage,cottage,Eastham,3.0,6.0,143.0,143.0
Modern 3 bds house with pool in Las Vegas,house,Las Vegas,3.0,6.0,313.0,313.0
Gecko House Unit #1,house,Gulfport,1.0,2.0,88.0,88.0
LOVELY OCEAN VIEW 1BD/1.5TH APT HIGH FLOOR|PARKING,apartment,Sunny Isles Beach,2.0,4.0,148.0,148.0
spacious chelsea room,room,New York,3.0,6.0,178.0,106.0
Tropical Garden Studio Cottage (2 miles to beach),guest_suite,Naples,1.0,2.0,119.0,119.0
Cozy Portland Studio Apartment,guesthouse,Portland,2.0,4.0,104.0,104.0
Direct beautiful beach and ocean view,apartment,Pompano Beach,3.0,6.0,173.0,173.0
Beach paradise. Just minutes to restaurants shops.,condo,Hollywood,4.0,8.0,284.0,320.0
Spacious Heated Pool home with pool/pingpong table,house,Palm Coast,2.0,4.0,212.0,212.0
The Strand Oceanview Studio - Dog Friendly!,guesthouse,Rockaway Beach,6.0,12.0,121.0,121.0
Enjoy the most beautiful sunsets by the *pool,house,Lehigh Acres,1.0,2.0,113.0,113.0
Private romantic 1 br in Carmel Woods- love dogs,apartment,Carmel-by-the-Sea,2.0,4.0,149.0,149.0
SUNNY ISLES GORGEOUS Apart 2210!! (+hotel fees),condo,Sunny Isles Beach,3.0,6.0,164.33333333333334,191.0
Point Reyes Unique Creekside Home with Hot Tub,cabin,Point Reyes Station,2.0,4.0,271.0,271.0
Perfect Cottage with Amazing Creek & Harbor Views & Location,cottage,Mount Pleasant,7.0,14.0,321.0,321.0
Eiko Beach House 4BR/3BA Heatd Pool*Hot Tub* Pets,house,Treasure Island,2.0,4.0,722.0,722.0
New: Cozy 1BR Beach Condo on Siesta Key!!!,condo,Siesta Key,5.0,10.0,268.0,157.0
Across the street from Disney/Pool/Free Parking,condo,Anaheim,3.0,6.0,342.0,342.0
BEAUTIFULL CONDO IN THE HEART OF SUNNY ISLES.,condo,Sunny Isles Beach,3.0,6.0,164.33333333333334,151.0
BEAUTIFULL CONDO IN THE HEART OF SUNNY ISLES.,condo,Sunny Isles Beach,3.0,6.0,164.33333333333334,151.0
Spacious Studio - 1 minute walk to the beach!,condo,Pompano Beach,1.0,2.0,115.0,115.0
Authentic Luxury Designed Loft,loft,Brooklyn,3.0,6.0,178.0,178.0
Hollywood Sunset Strip Private Executive Hideaway,house,Los Angeles,2.0,4.0,232.66666666666666,272.0
Location Location Location 1 bdrm 0.5 mi of Strip,condo,Las Vegas,2.0,4.0,121.0,124.0
Trump Tower High Floor Strip View,apartment,Las Vegas,2.0,4.0,181.0,181.0
"Dolphin Bay, Apartment 202",condo,Cocoa Beach,2.0,4.0,158.0,140.0
"Oceanfront, rustic cottage",house,St. Augustine,1.0,2.0,647.0,339.0
Enjoy Sunsets at Fully Equipped 2BR Condo on Beach,condo,Pensacola Beach,3.0,6.0,215.0,215.0
Oceanfront Belmont Shore Coastal Luxe,condo,Long Beach,2.0,4.0,174.0,174.0
Spectacular beach to bay views from this resort.,condo,Treasure Island,1.0,2.0,218.0,218.0
Directly on Longboat Key Beach - Kid Friendly/SRQ1,condo,Longboat Key,2.0,4.0,196.0,196.0
The Garden Suite at the Historic Chateau Bleu,guest_suite,Lake Worth,1.0,2.0,141.0,141.0
Private Room in Orlando/Kissimmee (2Twins) T1,room,Kissimmee,1.0,2.0,102.5,43.0
Casa Alexander,guesthouse,San Antonio,5.0,10.0,73.0,73.0
BEACH FRONT Unit w/ Pool Sandy Toe's # 5,apartment,Englewood,4.0,8.0,233.0,233.0
Across the Street from Beach Getaway/Near Convention Center,room,Long Beach,4.0,8.0,106.0,106.0
